IID1,IID2,G,famIDseqID
545,378,0.312968686638205,18
614,378,0.221109388658343,18
628,378,0.257474203372738,18
653,378,0.270793776328825,18
670,378,0.267432671372468,18
688,378,0.202019604640979,18
740,378,0.225493936897755,18
785,378,0.269118139611735,18
857,378,0.173370742934627,18
870,378,0.337274260728789,18
878,378,0.26136060708525,18
880,378,0.292940993419482,18
961,378,0.221561842805579,18
1121,378,0.18861914130234,18
1141,378,0.133700278057467,18
475,394,0.186047850141059,18
614,394,0.361700253609439,18
653,394,0.365870503648274,18
683,394,0.223192982314076,18
857,394,0.404654496462404,18
870,394,0.414760755525574,18
878,394,0.376807239627524,18
1019,394,0.117562903147059,18
1035,394,0.244071789167289,18
1121,394,0.337738531278684,18
1122,394,0.205816019013119,18
545,475,0.304021758963062,18
614,475,0.174703025597632,18
628,475,0.240025788028003,18
653,475,0.158307949084024,18
670,475,0.225687914892772,18
688,475,0.218290796565017,18
740,475,0.186514106538226,18
785,475,0.20946120217064,18
857,475,0.235332780180596,18
870,475,0.168460128582877,18
878,475,0.174297075969992,18
880,475,0.216639812465736,18
961,475,0.261960616493353,18
1121,475,0.196428474857593,18
