IID1,IID2,G,seqfamID
1140,757,0.487498912176586,95
963,952,0.51848660268537,95
1140,952,0.476145712461308,95
1140,963,0.45918829461831,95
271,61,0.500350840636188,96
710,61,0.472984042216702,96
737,61,0.545205920917358,96
860,61,0.61476254057163,96
920,61,0.525071908641147,96
966,61,0.640207334510329,96
1046,61,0.462177056654307,96
710,271,0.51020137204855,96
737,271,0.488277549758269,96
860,271,0.511550311195823,96
920,271,0.581748232446643,96
966,271,0.419865148250358,96
1046,271,0.520105731479307,96
737,710,0.398937912768956,96
860,710,0.514788137704423,96
920,710,0.340813944497274,96
966,710,0.442381619783424,96
1046,710,0.476991510670288,96
860,737,0.637395262454907,96
920,737,0.607031272955673,96
966,737,0.543779147437207,96
1046,737,0.517603492118882,96
920,860,0.554778900526873,96
966,860,0.465376557205773,96
1046,860,0.527512431259364,96
966,920,0.491120392183563,96
1046,920,0.50241698726223,96
1046,966,0.567856661966805,96
143,112,0.546577498367359,108
230,112,0.561105205901133,108
305,112,0.51347909891491,108
488,112,0.408347611175971,108
508,112,0.464356055989524,108
606,112,0.53355911001584,108
945,112,0.42608491775404,108
230,143,0.559085347613493,108
305,143,0.470019025610527,108
488,143,0.408602868131257,108
508,143,0.480834295839308,108
606,143,0.429401000207799,108
945,143,0.480358625496358,108
305,230,0.43837345999322,108
488,230,0.434277193441304,108
508,230,0.408388649937011,108
606,230,0.421624667348058,108
945,230,0.435732554531208,108
488,305,0.350377667705098,108
508,305,0.41256128359121,108
606,305,0.513177487389728,108
945,305,0.360983886762124,108
508,488,0.514272999461114,108
606,488,0.427347568537007,108
945,488,0.414315354942156,108
606,508,0.492728989625353,108
945,508,0.580603914843185,108
945,606,0.418773228999916,108
145,142,0.419285579377112,4
217,142,0.458402262360749,4
232,142,0.536279086809704,4
257,142,0.504072912146968,4
832,142,0.364686435151681,4
951,142,0.445140268338276,4
997,142,0.418654737522636,4
1124,142,0.459452768528889,4
217,145,0.486477526374344,4
232,145,0.4526091011954,4
257,145,0.561936456579899,4
832,145,0.502470547849596,4
951,145,0.452091045724821,4
997,145,0.609250969808171,4
1124,145,0.279362378032465,4
232,217,0.354027795301327,4
257,217,0.551970670741292,4
832,217,0.480243967070718,4
951,217,0.545781837634386,4
997,217,0.600732478670724,4
1124,217,0.473728506107726,4
257,232,0.374090053993818,4
832,232,0.39631889438994,4
951,232,0.451909108311003,4
997,232,0.462192044347127,4
1124,232,0.415040757460941,4
832,257,0.546366754862939,4
951,257,0.466930097853384,4
997,257,0.564816101271822,4
1124,257,0.513382160771803,4
951,832,0.529506988417876,4
997,832,0.506945908265977,4
1124,832,0.407342951363736,4
997,951,0.468351184868703,4
1124,951,0.433181717854354,4
1124,997,0.451299597121535,4
188,79,0.366641761777625,13
224,79,0.397584874028985,13
593,79,0.498518915044823,13
646,79,0.518160720877287,13
658,79,0.436347850382727,13
868,79,0.511824567085989,13
886,79,0.372499350396661,13
1082,79,0.415176764205542,13
224,188,0.4408886002257,13
593,188,0.463354824298246,13
646,188,0.417792776465541,13
658,188,0.431912615924003,13
868,188,0.395125663498118,13
886,188,0.393128786455268,13
1082,188,0.52523308316433,13
593,224,0.346765052802328,13
646,224,0.492246125533783,13
658,224,0.600673033324808,13
868,224,0.455256085516775,13
886,224,0.52050397459741,13
1082,224,0.548246375369231,13
646,593,0.381832637067075,13
658,593,0.411946705520704,13
868,593,0.479149672038866,13
886,593,0.431720406702667,13
1082,593,0.425433200690183,13
658,646,0.483219879756055,13
868,646,0.408680870961202,13
886,646,0.484159917558529,13
1082,646,0.39313141971368,13
868,658,0.378421237576124,13
886,658,0.408365063879737,13
1082,658,0.439793141938718,13
886,868,0.393474072633762,13
1082,868,0.575865238960518,13
1082,886,0.328345209167797,13
371,193,0.454085607312972,29
471,193,0.429783953318734,29
641,193,0.516022615157055,29
716,193,0.38749219767601,29
744,193,0.413077972618983,29
928,193,0.429951752920866,29
940,193,0.440471773683061,29
1118,193,0.499256045144614,29
471,371,0.447406133992952,29
641,371,0.456746302854509,29
716,371,0.48016595563588,29
744,371,0.560115994946741,29
928,371,0.47355560673944,29
940,371,0.349544918865807,29
1118,371,0.479002744128002,29
641,471,0.480140855157961,29
716,471,0.458925423375555,29
744,471,0.419493784246955,29
928,471,0.525669373305504,29
940,471,0.562533153730161,29
1118,471,0.595468312915084,29
716,641,0.429372211334217,29
744,641,0.44978338296421,29
928,641,0.443690847495853,29
940,641,0.488003326051607,29
1118,641,0.476547497878034,29
744,716,0.52905658169478,29
928,716,0.516800640159177,29
940,716,0.52198316889482,29
1118,716,0.456553388867714,29
928,744,0.47032128359414,29
940,744,0.418334478147047,29
1118,744,0.395843798055275,29
940,928,0.439881320688928,29
1118,928,0.558452276514587,29
1118,940,0.541280329952432,29
26,12,0.47735773303157,41
85,12,0.388034997877974,41
214,12,0.513857912926987,41
399,12,0.405405915462568,41
580,12,0.635996507361362,41
752,12,0.475159527803655,41
1006,12,0.416926614599206,41
1052,12,0.483067832013672,41
85,26,0.479663806732555,41
214,26,0.468077189857533,41
399,26,0.520110080064324,41
580,26,0.461911650922138,41
752,26,0.470252560487194,41
1006,26,0.408563839481872,41
1052,26,0.399448394790801,41
214,85,0.513332365270112,41
399,85,0.532797425858393,41
580,85,0.448607809069345,41
752,85,0.400772430605808,41
1006,85,0.411670702898212,41
1052,85,0.399359393836809,41
399,214,0.47307771226538,41
580,214,0.387039674781024,41
752,214,0.446963326200974,41
1006,214,0.466086004188316,41
1052,214,0.439900000894797,41
580,399,0.399893144015352,41
752,399,0.538693771994059,41
1006,399,0.52191431384031,41
1052,399,0.392264526048441,41
752,580,0.485029997451972,41
1006,580,0.379690959763769,41
1052,580,0.528013909054922,41
1006,752,0.491949292608064,41
1052,752,0.482670331944206,41
1052,1006,0.469132101991023,41
148,75,0.519499036102814,49
358,75,0.495689523408459,49
529,75,0.441813376469099,49
599,75,0.428942492004868,49
679,75,0.551133357404951,49
680,75,0.444982071792499,49
774,75,0.452746906388963,49
1005,75,0.518144528180165,49
358,148,0.477787168659351,49
529,148,0.542409778478721,49
599,148,0.496820341707763,49
679,148,0.416756900793355,49
680,148,0.576273146113535,49
774,148,0.522457900088084,49
1005,148,0.563284358767847,49
529,358,0.556862484030406,49
599,358,0.442319024615119,49
679,358,0.563624990854491,49
680,358,0.545170109869214,49
774,358,0.450057021812744,49
1005,358,0.568538477972109,49
599,529,0.418668771640216,49
679,529,0.533056939921169,49
680,529,0.679451384005221,49
774,529,0.455017698043459,49
1005,529,0.516364275045365,49
679,599,0.458875145299188,49
680,599,0.447340168195305,49
774,599,0.493799775040115,49
1005,599,0.437445116958594,49
680,679,0.484054962294296,49
774,679,0.465494901436434,49
1005,679,0.477499340882813,49
774,680,0.426532029198376,49
1005,680,0.454813882604033,49
1005,774,0.517496480643834,49
113,41,0.289149540248785,59
303,41,0.473891172829339,59
322,41,0.402087162128404,59
492,41,0.447747723285202,59
512,41,0.496802454469023,59
707,41,0.349561972985771,59
974,41,0.338279821476935,59
1049,41,0.470173170875734,59
303,113,0.354285708576895,59
322,113,0.429033415721194,59
492,113,0.473343980183172,59
512,113,0.444795265709954,59
707,113,0.507554275224833,59
974,113,0.479039288340823,59
1049,113,0.403799386154095,59
322,303,0.415655160395585,59
492,303,0.423809385031834,59
512,303,0.351585622108681,59
707,303,0.512776182458436,59
974,303,0.312958454494584,59
1049,303,0.440265038207468,59
492,322,0.32671038386136,59
512,322,0.468251484315066,59
707,322,0.37530981994986,59
974,322,0.493458323799027,59
1049,322,0.347833499949363,59
512,492,0.386130912586182,59
707,492,0.483073266726762,59
974,492,0.442286356751638,59
1049,492,0.555823411616813,59
707,512,0.368591782754875,59
974,512,0.415697419235282,59
1049,512,0.341093601777726,59
974,707,0.415031086209229,59
1049,707,0.487656490420027,59
1049,974,0.50914054211691,59
179,102,0.479311444510714,61
200,102,0.384694937972969,61
346,102,0.421532604333862,61
499,102,0.313702238998204,61
515,102,0.358349462559807,61
1004,102,0.419976258270208,61
1098,102,0.381224275165053,61
1126,102,0.418358812803006,61
200,179,0.427178792315448,61
346,179,0.430482005614966,61
499,179,0.376098449134366,61
515,179,0.458767469881164,61
1004,179,0.475713175144932,61
1098,179,0.361052244478143,61
1126,179,0.434566022154966,61
346,200,0.435632225850887,61
499,200,0.390749700739749,61
515,200,0.457722606750076,61
1004,200,0.418025237993431,61
1098,200,0.434469743156403,61
1126,200,0.403816659015982,61
499,346,0.310257719216784,61
515,346,0.369778438352745,61
1004,346,0.368473385483275,61
1098,346,0.417945261480515,61
1126,346,0.425869197474994,61
515,499,0.34678576997074,61
1004,499,0.425356853068357,61
1098,499,0.493753831804002,61
1126,499,0.454798972891838,61
1004,515,0.472865965897186,61
1098,515,0.432181608678076,61
1126,515,0.361634031761714,61
1098,1004,0.419856392388126,61
1126,1004,0.390438924145285,61
1126,1098,0.456505861837839,61
602,384,0.466127948494226,66
657,384,0.588059269896138,66
949,384,0.517543589386306,66
975,384,0.577019108720334,66
980,384,0.498961263614654,66
1012,384,0.602515442960545,66
1038,384,0.494913917547157,66
1106,384,0.648458576808989,66
657,602,0.429335663731485,66
949,602,0.41992522984033,66
975,602,0.461703348460419,66
980,602,0.532936345671592,66
1012,602,0.50299033764106,66
1038,602,0.570152227624296,66
1106,602,0.484875188083044,66
949,657,0.585814848195505,66
975,657,0.527537553780525,66
980,657,0.518093063393491,66
1012,657,0.522757572517086,66
1038,657,0.442588728472507,66
1106,657,0.529575549383239,66
975,949,0.491906546183457,66
980,949,0.517782988196125,66
1012,949,0.403024029850427,66
1038,949,0.377585031480803,66
1106,949,0.540211327249649,66
980,975,0.595920555428197,66
1012,975,0.512119327225306,66
1038,975,0.628957810583135,66
1106,975,0.486780840386395,66
1012,980,0.490735821657134,66
1038,980,0.53734679891356,66
1106,980,0.45733297081173,66
1038,1012,0.590017456976672,66
1106,1012,0.520140062298785,66
1106,1038,0.530806686996132,66
43,13,0.588998934490326,68
63,13,0.419147570177941,68
91,13,0.572271452233868,68
651,13,0.401829046339118,68
729,13,0.433984677209412,68
854,13,0.564027762652224,68
875,13,0.48391442558081,68
1087,13,0.5224290881744,68
63,43,0.476912521322872,68
91,43,0.532890918511187,68
651,43,0.447236820951836,68
729,43,0.415720581881253,68
854,43,0.470729395696197,68
875,43,0.617955575183215,68
1087,43,0.536828322970373,68
91,63,0.531539489909588,68
651,63,0.461675179237274,68
729,63,0.350002522732253,68
854,63,0.528248220156829,68
875,63,0.529404614609446,68
1087,63,0.479234113044743,68
651,91,0.537313086291415,68
729,91,0.4402289766806,68
854,91,0.457319300782592,68
875,91,0.507500341628909,68
1087,91,0.474150454705219,68
729,651,0.505849193841816,68
854,651,0.442562138288759,68
875,651,0.458613352026245,68
1087,651,0.424050346648178,68
854,729,0.305535753650534,68
875,729,0.459562487599389,68
1087,729,0.38264506142217,68
875,854,0.483454080528782,68
1087,854,0.414725836473097,68
1087,875,0.439116675366235,68
206,36,0.484496613652286,90
621,36,0.455646082905108,90
697,36,0.409468603454709,90
700,36,0.603122330613398,90
732,36,0.478876421944694,90
746,36,0.599035907524233,90
805,36,0.419800038170433,90
968,36,0.628902909879027,90
621,206,0.546211421113553,90
697,206,0.463094334494627,90
700,206,0.57316148357532,90
732,206,0.476641633708292,90
746,206,0.517018293091699,90
805,206,0.486826367152848,90
968,206,0.442749183488933,90
697,621,0.671241222001508,90
700,621,0.372608141610096,90
732,621,0.487363110771852,90
746,621,0.44247354442223,90
805,621,0.521262370887643,90
968,621,0.494791405029132,90
700,697,0.399598204566224,90
732,697,0.505936045883414,90
746,697,0.481789876679601,90
805,697,0.57539013252486,90
968,697,0.488353507201087,90
732,700,0.564298386352031,90
746,700,0.619133446990472,90
805,700,0.481126665968828,90
968,700,0.574112007423501,90
746,732,0.426824239190069,90
805,732,0.396154874205976,90
968,732,0.432898365760845,90
805,746,0.433241832118211,90
968,746,0.5619379356137,90
968,805,0.44462946197214,90
216,94,0.530884751661455,105
261,94,0.606658406205781,105
274,94,0.435633747333192,105
276,94,0.494827029653893,105
496,94,0.427578896736835,105
733,94,0.552224880091535,105
869,94,0.520228208885633,105
1000,94,0.619349795480698,105
261,216,0.544212063230966,105
274,216,0.539921164331871,105
276,216,0.518642619015839,105
496,216,0.524153124078807,105
733,216,0.402739306149667,105
869,216,0.525896655862047,105
1000,216,0.542159695509262,105
274,261,0.395080725236215,105
276,261,0.575170875019688,105
496,261,0.542608263455647,105
733,261,0.610368524250258,105
869,261,0.59638557554402,105
1000,261,0.552243631634477,105
276,274,0.504603540230007,105
496,274,0.548312586242272,105
733,274,0.391076110276714,105
869,274,0.374280493778279,105
1000,274,0.5292456634831,105
496,276,0.467136396048909,105
733,276,0.562644268616661,105
869,276,0.598052992737063,105
1000,276,0.532755097588235,105
733,496,0.43509375579499,105
869,496,0.477110030459296,105
1000,496,0.540751825056987,105
869,733,0.59023768528191,105
1000,733,0.603327265684633,105
1000,869,0.57878191017178,105
355,69,0.525379889219139,106
377,69,0.454873829581723,106
565,69,0.410281129352006,106
581,69,0.469297254118525,106
696,69,0.507592034139659,106
796,69,0.387884586458222,106
904,69,0.503723773768491,106
998,69,0.432011384674866,106
377,355,0.462705181398391,106
565,355,0.499326415030811,106
581,355,0.563227826855162,106
696,355,0.464398687378688,106
796,355,0.40283148121605,106
904,355,0.596689549517826,106
998,355,0.417442406380185,106
565,377,0.379911094432348,106
581,377,0.52696050558615,106
696,377,0.603009637783358,106
796,377,0.469872564612379,106
904,377,0.404702936023809,106
998,377,0.454879150134265,106
581,565,0.503602873476438,106
696,565,0.40918493190554,106
796,565,0.403041746653419,106
904,565,0.418468802498518,106
998,565,0.497692127599411,106
696,581,0.462900647722033,106
796,581,0.397833140733119,106
904,581,0.546791910690401,106
998,581,0.43531744411175,106
796,696,0.433106758629006,106
904,696,0.508532878890398,106
998,696,0.496804694863684,106
904,796,0.268447615480973,106
998,796,0.515956239584237,106
998,904,0.463027459551379,106
279,56,0.461797406012187,109
291,56,0.488612933241593,109
311,56,0.574285914311076,109
410,56,0.476412919556616,109
644,56,0.359614828927456,109
760,56,0.389033067381249,109
964,56,0.544862139107162,109
1100,56,0.475100800821191,109
291,279,0.431752450766948,109
311,279,0.457464877702379,109
410,279,0.502646074993925,109
644,279,0.504088873463639,109
760,279,0.470723521813642,109
964,279,0.477145188864693,109
1100,279,0.536221747079416,109
311,291,0.478676621081107,109
410,291,0.577019175320335,109
644,291,0.514327946178337,109
760,291,0.519648723875894,109
964,291,0.472466136042644,109
1100,291,0.429092126510489,109
410,311,0.410998077306324,109
644,311,0.427423917937262,109
760,311,0.555458139052833,109
964,311,0.429822462573573,109
1100,311,0.533817517647335,109
644,410,0.498665672723244,109
760,410,0.462668961271768,109
964,410,0.521396356508586,109
1100,410,0.576159289712152,109
760,644,0.527302164116561,109
964,644,0.475756767786639,109
1100,644,0.51070859056147,109
964,760,0.433466883714623,109
1100,760,0.385812219861076,109
1100,964,0.687227829470058,109
351,202,0.547969523814777,113
402,202,0.480565132612634,113
672,202,0.453184884242366,113
784,202,0.52656622688966,113
840,202,0.452795190706808,113
986,202,0.557252055832407,113
1021,202,0.580088023902457,113
1023,202,0.535998867985289,113
402,351,0.555979840586971,113
672,351,0.602511573489035,113
784,351,0.343586260178701,113
840,351,0.446814736340428,113
986,351,0.520347061087711,113
1021,351,0.522765361553712,113
1023,351,0.536936072794308,113
672,402,0.553613049185397,113
784,402,0.513441575076693,113
840,402,0.607782566357101,113
986,402,0.578020988604377,113
1021,402,0.596229694544922,113
1023,402,0.441116517178089,113
784,672,0.463630724116859,113
840,672,0.426316321968248,113
986,672,0.481672798445176,113
1021,672,0.569222678920633,113
1023,672,0.562208577417233,113
840,784,0.46751026239636,113
986,784,0.518892005620416,113
1021,784,0.511212627529249,113
1023,784,0.438099739120607,113
986,840,0.491016758922061,113
1021,840,0.434067229487716,113
1023,840,0.517588856581737,113
1021,986,0.498106717307142,113
1023,986,0.439652921984961,113
1023,1021,0.506754979085885,113
235,180,0.483420383486663,114
294,180,0.500599538256042,114
569,180,0.640519525950807,114
613,180,0.466311625382925,114
777,180,0.57631112793828,114
822,180,0.411232557207783,114
943,180,0.460711201914121,114
1102,180,0.615719538710373,114
294,235,0.510169973706868,114
569,235,0.356739558994206,114
613,235,0.447389360754479,114
777,235,0.569725436176914,114
822,235,0.466502958132916,114
943,235,0.440638267819977,114
1102,235,0.571055493154106,114
569,294,0.476824983145108,114
613,294,0.527920065968484,114
777,294,0.45399416647129,114
822,294,0.385028733807165,114
943,294,0.384205443328974,114
1102,294,0.542325014232469,114
613,569,0.386536613020213,114
777,569,0.421944278451049,114
822,569,0.453869041602401,114
943,569,0.415755728812476,114
1102,569,0.573289865899299,114
777,613,0.414291900089868,114
822,613,0.397761765851381,114
943,613,0.54306713528395,114
1102,613,0.478285849928308,114
822,777,0.510414462791738,114
943,777,0.46428413951308,114
1102,777,0.489473999837933,114
943,822,0.497436903863337,114
1102,822,0.403352428110618,114
1102,943,0.448685920666671,114
187,62,0.47328759152913,118
417,62,0.50254756873624,118
429,62,0.493185892742989,118
456,62,0.481451600378888,118
558,62,0.434283092456646,118
559,62,0.492135954733452,118
884,62,0.43250523951305,118
1086,62,0.571660572518175,118
417,187,0.39446686592099,118
429,187,0.51044304593625,118
456,187,0.379527608460222,118
558,187,0.340454080291663,118
559,187,0.380097221255123,118
884,187,0.400896482178798,118
1086,187,0.465175233274296,118
429,417,0.424523394517128,118
456,417,0.507745917141639,118
558,417,0.571492807270929,118
559,417,0.451925524692219,118
884,417,0.414436349751977,118
1086,417,0.393099407223802,118
456,429,0.414459709061947,118
558,429,0.447890739236811,118
559,429,0.397452761769053,118
884,429,0.3935970594645,118
1086,429,0.542298187121204,118
558,456,0.564828190423353,118
559,456,0.455223202547933,118
884,456,0.572669324679138,118
1086,456,0.381864007204219,118
559,558,0.485379776795904,118
884,558,0.495234396680979,118
1086,558,0.405035079151567,118
884,559,0.476029577001913,118
1086,559,0.470731578351957,118
1086,884,0.464471859073074,118
222,190,0.523597505260706,119
526,190,0.426516835544606,119
528,190,0.415841712375817,119
814,190,0.564922087073878,119
918,190,0.558255028900969,119
926,190,0.57627383971631,119
1016,190,0.41747507543568,119
1033,190,0.480189476855282,119
526,222,0.496949490720164,119
528,222,0.510598257501955,119
814,222,0.533126004152182,119
918,222,0.568750294886909,119
926,222,0.439061727870496,119
1016,222,0.473072561784968,119
1033,222,0.532900199042311,119
528,526,0.486986974805256,119
814,526,0.459473030809403,119
918,526,0.507501675715945,119
926,526,0.602173558031483,119
1016,526,0.506308971809426,119
